AH,C6H6(GT),CO(GT),NMHC(GT),NO2(GT),NOx(GT),PT08.S1(CO),PT08.S3(NOx),T
0.8392680677502771,7.26993335753569,1.9,63,112.0,146.0,1285.5,1162.25,8.299999833107
0.8735885336185425,11.539007213563714,2.9,164,128.0,207.0,1371.0,983.25,8.0
0.8777844450980445,8.826222726457212,2.2,79,126.0,184.0,1310.0,1081.75,8.325000166893
0.8569381279436317,8.301413416761816,2.2,95,131.0,193.0,1291.75,1102.5,9.7000000476837
0.8185012074753434,11.151581216129403,2.9,150,135.0,243.0,1383.0,1008.0,9.7750000953674
0.806543633173666,20.799216861460543,4.8,307,151.0,281.0,1580.75,798.5,10.349999904633
0.8319211444100879,27.359807493586764,6.9,461,172.0,383.0,1775.5,702.25,9.6500000953674
0.8133139353625914,24.017756935949226,6.1,401,165.0,351.0,1640.0,742.75,9.6499998569489
0.7419242244892506,12.779368248758171,3.9,197,136.0,240.0,1312.75,957.25,9.125
0.6904844466414399,4.707071919244755,1.5,61,85.0,94.0,964.5,1325.25,8.1750001907349
0.6657443604063102,2.6457215096105893,1.0,26,53.0,47.0,912.75,1564.5,8.2499998807907
0.6437636096330573,5.85480151426304,1.7,55,97.0,122.0,1080.25,1253.5,8.3250002861023
0.6307660602738635,6.37429750967153,1.9,53,110.0,133.0,1043.75,1247.25,7.7250001430511
0.6275973687868803,4.132341795103469,1.4,40,91.0,82.0,987.75,1395.5,7.125
0.6261075278097894,1.8694446351370275,0.8,21,-200.0,-200.0,888.75,1680.25,6.9750000238419
0.6247536319724682,1.0682926116418547,-200.0,10,32.0,21.0,831.0,1892.75,6.1000000238419
0.6232823211022999,1.0224145989759525,0.6,7,44.0,30.0,847.25,1894.5,6.2749999761581
0.6234275392144519,1.8304312258349797,0.8,17,71.0,56.0,927.0,1684.75,6.75
0.6316281144389537,4.359340996864498,1.4,33,104.0,109.0,1090.5,1387.0,6.4499999284744
0.6499331393073879,17.865586704833834,4.4,202,141.0,307.0,1587.0,896.5,7.3250000476837
0.6560651189171942,22.074162063223632,-200.0,-200,-200.0,-200.0,1544.5,767.25,9.2250000238419
0.6319501309937225,14.02701136675159,3.1,208,122.0,187.0,1350.25,912.0,13.224999904633
0.6243042942153901,11.645646559704057,2.7,166,143.0,216.0,1262.75,969.0,14.325000047684
0.6195323226057363,10.224662143952827,2.1,114,113.0,143.0,1206.25,1034.5,15.025000095367
0.6261647401566796,11.039936039300839,2.5,140,116.0,160.0,1251.5,1007.5,16.100000143051
0.6560306119627572,12.816446196415624,2.7,169,123.0,163.0,1287.0,948.75,16.275000572205
0.6609611395034868,14.173851177910128,2.9,185,126.0,190.0,1352.75,921.75,15.825000047684
0.6657285250911997,12.690568103372724,2.8,165,120.0,178.0,1309.0,954.0,15.874999761581
0.6549085143270723,11.738405416264687,2.4,133,119.0,150.0,1274.0,1005.75,16.875000238419
0.6766265078085045,19.290974886272963,3.9,233,149.0,206.0,1509.5,812.25,15.149999856949
0.7084497598177374,18.226178291697384,3.7,242,145.0,202.0,1525.25,821.0,14.399999856949
0.7478032188508966,32.55627834707047,6.6,488,170.0,340.0,1843.0,624.0,12.875
0.7536202227825304,20.092943564494178,4.4,333,149.0,274.0,1597.75,752.0,12.149999856949
0.7739800033862854,14.321342422629458,3.5,215,139.0,253.0,1483.5,839.0,10.975000143051
0.7770739425473616,21.81286506943192,5.4,367,134.0,300.0,1677.25,740.5,9.6749999523163
0.7597465282359432,9.638999814518419,2.7,122,113.0,193.0,1279.5,962.5,9.4500002861023
0.7422764129225364,7.375139467546298,1.9,67,97.0,139.0,1196.25,1071.25,9.1499998569489
0.7256153712649386,5.369604169687442,1.6,43,82.0,83.0,1183.75,1176.25,8.7999999523163
0.7173121148941005,5.390103939543701,1.7,46,-200.0,-200.0,1171.75,1178.5,7.8000000715256
0.7157784693036635,6.199041963295953,-200.0,56,83.0,109.0,1147.0,1132.25,7.0
0.6981546204756909,2.577932199377853,1.0,30,65.0,62.0,978.25,1420.25,8.2999999523163
0.6886721470838881,2.908548009422834,1.2,27,60.0,53.0,1099.5,1406.25,7.2000000476837
0.6931985587343715,5.136255828724421,1.5,47,77.0,139.0,1112.25,1228.0,6.3499999046326
0.6944754797176015,11.817138600992351,2.7,132,96.0,256.0,1335.5,935.25,6.450000166893
0.7123665611992754,15.140161198407567,3.7,239,119.0,295.0,1408.3333333333,830.33333333333,9.5666666030884
0.7334583850640767,12.913063095907157,3.2,160,126.0,250.0,1447.0,868.5,12.375
0.7450937577774329,16.133508844949027,4.1,283,158.0,296.0,1541.5,808.25,15.649999856949
0.708963570176462,14.019301019815009,3.6,210,161.0,239.0,1451.25,875.25,18.400000095367
0.6950081047527402,12.279664077200536,2.8,154,124.0,153.0,1328.25,986.5,19.35000038147
0.7126738741944919,8.618412576532277,2.0,112,102.0,118.0,1206.5,1087.75,18.02499961853
0.704207020809635,9.196566740238417,2.0,108,116.0,119.0,1239.5,1049.0,18.375
0.7012032509364389,10.244887084344466,2.5,111,124.0,138.0,1306.0,1004.0,17.625
0.7117364038435915,10.611844460473737,2.3,97,125.0,148.0,1326.0,975.5,16.675000190735
0.7451314943585404,15.452209964915284,3.2,191,148.0,227.0,1472.75,830.5,16.099999904633
0.7569143276676089,19.636784663917272,4.2,258,165.0,277.0,1609.0,757.5,15.825000047684
0.7786406550707863,19.202727916183612,4.2,284,161.0,279.0,1610.75,754.25,15.650000095367
0.8091244285768237,18.269310357149713,4.2,269,159.0,283.0,1620.5,762.0,15.325000047684
0.8059694141072296,13.14470430189378,3.1,180,143.0,214.0,1444.25,844.0,14.649999856949
0.8193361244198358,10.873367154415865,2.6,116,130.0,172.0,1418.0,892.0,14.700000286102
0.8497717204331877,10.963457959141822,2.9,93,129.0,190.0,1533.5,888.5,13.949999809265
0.8536231326791223,11.86017851848332,2.8,131,119.0,174.0,1483.5,879.75,14.649999856949
0.8537400738793904,8.624678823055866,2.5,92,104.0,128.0,1366.75,952.5,12.549999952316
0.8674492315744939,9.737786456670193,2.4,132,-200.0,-200.0,1344.0,920.5,11.649999856949
0.8603162131672637,5.191654203204007,-200.0,56,82.0,70.0,1129.5,1130.25,12.099999904633
0.8532753834381319,3.650423146324865,1.2,32,70.0,53.0,1062.0,1271.5,11.475000143051
0.8472636259100265,2.4813419346402656,1.0,29,63.0,44.0,1075.75,1395.25,11.599999904633
0.8529987302926639,2.4299844022774177,0.9,27,67.0,74.0,1028.25,1383.5,10.399999856949
0.8530382230087753,4.210510136054915,1.4,36,84.0,101.0,1154.5,1224.75,11.574999809265
0.8627151273296463,6.352276711074662,1.6,57,83.0,118.0,1235.25,1055.25,12.424999952316
0.8727816223552813,8.587110474608117,2.2,129,98.0,144.0,1331.5,951.75,14.525000095367
0.8789310942666374,10.859535166937011,2.8,148,114.0,176.0,1444.75,878.25,16.875000476837
0.8474048021414429,10.659815662688954,2.8,145,119.0,161.0,1415.5,906.75,19.300000190735
0.7811957165002227,7.540072456167103,2.0,93,104.0,113.0,1281.25,1083.75,21.174999713898
0.7615918767626616,7.5045987950378565,1.8,84,102.0,103.0,1207.25,1103.5,21.424999713898
0.7524589545694458,8.160112924625768,1.9,99,107.0,112.0,1257.75,1081.25,21.925000190735
0.7516273241188697,11.867358322901142,3.0,150,129.0,170.0,1457.75,973.75,22.224999904633
0.7696154919144513,12.033004745084428,2.9,156,128.0,180.0,1437.75,942.5,21.299999713898
0.8307061318496992,12.163323306748472,2.5,122,121.0,160.0,1477.75,929.25,19.650000095367
0.8731957705577488,20.57171487732563,4.6,262,157.0,261.0,1807.5,753.25,18.374999523163
0.9209535360575977,23.142125805295404,5.9,341,173.0,325.0,1898.0,680.5,17.625
0.9319900473249648,14.720453409836011,3.4,214,146.0,217.0,1559.5,783.75,16.650000095367
0.9341472131622557,9.004199247323303,2.1,100,121.0,146.0,1324.25,923.5,16.25
0.9313856224921276,8.83888507899354,2.2,79,119.0,152.0,1348.75,933.0,14.725000143051
0.9163543254683045,7.3575603748787675,1.8,66,99.0,104.0,1238.75,985.0,14.825000047684
0.9094489367663466,6.918207216219388,1.8,73,93.0,106.0,1239.0,1010.25,14.049999952316
0.936085703142246,6.958191195775006,1.8,66,88.0,108.0,1223.75,998.25,13.350000143051
0.9230174218998716,4.429862930483551,1.1,44,-200.0,-200.0,1078.25,1128.25,12.599999904633
0.9351122865764487,3.9959242929204266,-200.0,44,71.0,66.0,1077.5,1150.0,12.349999904633
0.9375381769341324,3.8659143375749494,1.0,39,74.0,88.0,1074.5,1155.75,11.899999856949
0.9475162243381903,6.3853200900791585,1.4,51,80.0,138.0,1156.75,1029.5,11.375
0.940095096018487,9.685046806517573,2.2,107,89.0,228.0,1314.0,896.75,11.324999809265
0.9169546941482681,25.870457660998934,5.5,336,114.0,360.0,1796.75,652.0,12.400000095367
0.9076095360418625,36.69206253067248,8.1,618,149.0,478.0,1961.25,536.75,14.774999856949
0.8992981706467373,26.6360247644022,5.8,438,157.0,394.0,1770.5,621.5,17.400000095367
0.880059991386787,20.11092309343549,4.2,334,155.0,319.0,1563.5,709.75,19.800000190735
0.8903685188126028,14.096485799877708,3.1,221,134.0,201.0,1430.0,830.5,22.025000095367
0.9095992195673936,14.9257192296359,2.9,207,119.0,171.0,1417.25,829.5,23.324999809265
0.8756585288124981,15.436141471547911,2.9,191,111.0,159.0,1400.25,838.25,23.875
0.873591912397843,12.09085021877653,2.5,185,104.0,153.0,1317.25,926.0,24.449999809265
0.8847617117200978,11.524820242423965,2.3,141,99.0,143.0,1317.75,949.75,24.375
0.913735211108514,14.759833471701361,2.8,214,110.0,156.0,1445.25,856.5,23.849999904633
0.9546998207473483,32.14884367945396,6.1,471,162.0,314.0,1917.0,631.25,22.549999237061
1.0086313341074233,39.20233967931091,8.0,685,187.0,404.0,2039.75,542.25,20.425000667572
1.0945180933132785,30.961305060452627,6.5,538,165.0,320.0,1894.75,565.0,18.275000095367
1.0786268914239705,19.895621463254436,4.2,319,145.0,256.0,1594.5,678.25,16.650000095367
1.0653715549625937,15.31585504960172,3.2,224,125.0,193.0,1438.5,764.25,15.699999809265
1.0579554990778919,6.895403347240391,1.4,67,101.0,89.0,1141.5,1008.25,15.250000238419
1.049372403097042,11.139929168771717,2.1,155,103.0,127.0,1303.6666666667,852.33333333333,14.066666603088
1.0148194658330398,5.40550061636386,1.2,49,88.0,79.0,1074.25,1097.75,14.825000047684
0.9879081107816498,2.810688037123539,0.8,29,61.0,43.0,968.0,1319.5,14.75
0.9635549956184191,2.325061547147355,0.7,25,-200.0,-200.0,929.25,1375.5,13.624999761581
0.9450361951968503,2.5891783027743425,-200.0,25,59.0,59.0,941.0,1315.75,12.324999809265
0.9282898040213576,2.0087426345174735,0.6,17,52.0,38.0,937.0,1411.5,12.75
0.9081071231015929,3.4826893251173856,0.9,27,64.0,82.0,1017.0,1245.75,11.174999952316
0.8705229495981881,5.131232180692032,1.3,50,70.0,99.0,1171.25,1161.75,10.975000143051
0.8719365877065632,16.17445704918363,3.4,218,97.0,263.0,1541.0,770.0,11.674999952316
0.8742650471769098,19.663493856394243,3.7,285,95.0,229.0,1539.25,697.5,13.625
0.8672254631723162,25.05515030336349,5.3,437,150.0,396.0,1734.75,628.25,17.824999332428
0.8416712958240697,20.003148782861153,4.1,327,162.0,314.0,1571.0,730.0,21.449999809265
0.8230691655452694,18.347057576589474,3.3,283,154.0,217.0,1451.75,775.5,24.375
0.8263807552458209,22.308582975669996,4.0,366,161.0,252.0,1579.0,724.0,25.250000476837
0.7589369630881299,20.444779979264574,3.8,318,161.0,263.0,1466.25,772.5,25.825000286102
0.7093615130294146,14.610427960363092,2.8,228,128.0,180.0,1279.75,892.75,27.0
0.7013857388336394,16.553254344130867,2.9,201,129.0,184.0,1407.0,905.25,28.249999523163
0.709825085363188,15.78318309681854,2.9,199,133.0,190.0,1388.75,898.25,27.974999904633
0.7518910408124666,17.83994777641898,3.4,237,139.0,184.0,1447.25,858.75,23.900000095367
0.8729931333855647,19.09705933715707,3.9,261,137.0,181.0,1551.0,800.25,21.349999904633
0.870389489318189,15.766968720541028,3.2,230,143.0,166.0,1473.5,854.25,20.425000190735
0.9007307308826996,24.877671870607216,5.1,349,177.0,317.0,1799.5,700.0,19.025000095367
0.9341860450216591,13.529604730694471,2.6,183,138.0,184.0,1379.25,817.5,17.925000190735
0.9226499255272292,9.087345626567226,1.7,88,117.0,130.0,1200.5,935.0,16.700000286102
0.9271282297880028,8.630947011140279,1.7,85,107.0,132.0,1204.75,922.0,15.524999856949
0.9058752804047421,5.415775467693622,1.2,47,90.0,95.0,1071.5,1065.5,15.475000143051
0.8909558056211343,4.050256979222614,0.9,34,79.0,70.0,997.75,1169.25,14.125
0.8666330082051409,2.5816785814911887,0.7,26,-200.0,-200.0,933.25,1291.5,13.050000190735
0.8446603528823093,1.8989345905963815,-200.0,17,60.0,54.0,882.75,1396.0,12.650000333786
0.8026319321159456,1.6068282575436197,0.5,11,40.0,28.0,868.75,1459.5,11.824999809265
0.7978457040872352,1.8956482143938895,0.5,18,53.0,46.0,890.75,1416.5,11.900000095367
0.7956455570632858,7.486888715241108,1.6,84,84.0,160.0,1172.75,1038.0,9.9000000953674
0.7957756867981807,21.358791467770352,4.1,260,108.0,320.0,1587.25,702.25,11.125
0.8019804174284915,36.44841296784668,6.6,534,127.0,377.0,1851.5,552.75,14.124999761581
0.8048291453438373,21.266624095947368,4.3,368,134.0,280.0,1521.5,702.5,17.699999809265
0.8264862161367829,15.387978763390306,2.9,200,135.0,221.0,1438.25,818.5,21.10000038147
0.8471276904737085,12.49907422494975,2.5,145,142.0,210.0,1393.25,905.0,24.300000190735
0.8253948829277935,15.108309746474148,2.8,188,153.0,204.0,1452.0,860.5,25.575000286102
0.8503393425785896,13.73529005407188,2.6,152,123.0,161.0,1389.25,886.5,25.85000038147
0.6500177450710016,10.434474065314543,2.0,103,104.0,135.0,1207.0,1013.0,26.824999809265
0.6308904544623257,15.164068552106674,2.9,193,129.0,186.0,1365.25,939.5,29.275000095367
0.5708019092283132,12.308823018501508,2.5,134,114.0,147.0,1247.0,1032.0,28.5
0.5236645833000759,26.95102501389812,5.0,386,158.0,299.0,1556.75,793.0,25.85000038147
0.7402606104103562,38.39324611075341,7.6,577,194.0,411.0,1972.5,616.75,23.125
0.9133141768209518,35.103631278136504,6.7,523,182.0,347.0,1974.75,596.75,20.52499961853
0.9293877038696484,27.24713082655587,5.7,472,180.0,336.0,1794.75,652.5,19.050000190735
0.855830709685321,15.04469265761016,2.8,206,136.0,202.0,1443.75,769.5,17.150000095367
0.9205987579699731,15.71027436796261,2.6,216,127.0,178.0,1488.0,731.0,16.025000095367
0.9023544874899323,12.972673346205386,2.3,159,116.0,154.0,1371.25,795.75,14.799999952316
0.8974730609108261,8.123422119877722,1.4,70,107.0,92.0,1160.75,946.75,14.274999856949
0.8686418772067029,5.477599159348292,1.0,44,88.0,61.0,1064.25,1056.75,14.75
0.8500589031339439,3.5812024590957425,0.7,42,-200.0,-200.0,970.25,1195.5,13.875
0.8441962816575157,2.884931454505132,-200.0,28,78.0,60.0,954.0,1260.25,11.599999904633
0.8233024519061931,2.548044692762577,0.6,20,57.0,37.0,930.5,1293.25,12.0
0.8112765628062703,2.971926292666244,0.7,26,71.0,68.0,938.0,1251.25,10.949999809265
0.8066818457709178,7.664791387485363,1.5,78,85.0,139.0,1166.25,1005.25,10.575000047684
0.8116934242390748,23.256799559382376,4.7,319,124.0,339.0,1643.0,667.0,11.475000143051
0.8185699237552145,35.790570713856724,6.6,506,151.0,421.0,1934.0,540.5,14.275000333786
0.8209643334545565,21.31268654106716,4.5,-200,150.0,349.0,1616.5,685.75,17.849999904633
0.8364562599842863,14.305786381113023,2.8,-200,152.0,224.0,1472.75,830.5,20.800000667572
0.8218511950371455,12.521106305109699,2.2,-200,139.0,171.0,1378.5,898.75,23.849999904633
0.8514933610951715,12.192364229470941,2.2,-200,133.0,149.0,1385.25,891.0,24.150000095367
0.7829250121204008,13.092244786448635,2.3,-200,126.0,137.0,1378.75,901.25,25.150000572205
0.6274693274133316,14.373247939096442,2.2,-200,128.0,149.0,1321.6666666667,933.66666666667,27.03333346049
0.8180144786395258,16.835634342955675,2.8,-200,169.0,172.0,1495.75,822.0,27.125000476837
0.7831929181625135,14.453859645603398,2.7,-200,149.0,166.0,1408.75,873.0,25.800000190735
0.7445933183512644,21.515865798889894,3.7,-200,156.0,214.0,1512.75,764.25,23.049999713898
0.7522865185760392,26.403335889246012,5.1,-200,168.0,280.0,1667.0,683.25,20.724999904633
0.7676391782873102,25.960619817995106,5.1,-200,176.0,276.0,1666.75,683.5,18.599999904633
0.8767802411169491,14.142883364271057,3.2,-200,135.0,178.0,1430.25,814.0,16.049999713898
0.9455578282061462,10.305664104042567,2.1,-200,121.0,129.0,1333.25,885.25,14.450000047684
0.9605556635099728,8.276765149047742,1.7,-200,99.0,95.0,1261.5,948.25,13.050000190735
0.9735189395480225,8.92137891672246,2.0,-200,106.0,126.0,1287.25,918.0,11.974999666214
0.9914705590149329,6.61866637230466,1.6,-200,96.0,103.0,1134.25,1021.25,11.949999809265
1.0028708448617707,3.5941382910062885,0.9,-200,63.0,48.0,998.75,1228.5,12.525000095367
0.9768222346407011,2.5294405041814083,0.7,-200,-200.0,-200.0,960.75,1381.5,12.525000095367
0.9664656008172544,1.7949775333901974,-200.0,-200,32.0,20.0,933.75,1439.75,12.324999809265
0.9620368804375885,1.2686021115564372,0.5,-200,28.0,18.0,912.75,1619.75,12.450000047684
0.9487061110318187,2.314320289312677,0.7,-200,61.0,56.0,969.25,1372.5,12.349999666214
0.9331701762499358,6.731036454520945,1.5,-200,99.0,115.0,1181.5,1054.0,12.424999713898
0.9209105293356814,22.799555706920934,4.8,-200,157.0,320.0,1740.25,670.75,13.025000095367
0.9120177831269436,31.318823179095414,6.2,-200,166.0,357.0,1819.25,574.5,13.600000143051
0.9031710369226136,19.238006003954073,4.0,-200,149.0,253.0,1427.0,700.5,13.899999856949
0.8917360162277309,16.363388395708625,3.3,-200,135.0,218.0,1389.5,758.75,14.474999904633
0.8744424962599583,14.019301019815009,2.8,-200,127.0,192.0,1283.0,813.0,15.475000143051
0.8654551208004385,15.259858728740529,3.0,-200,122.0,176.0,1303.5,793.0,16.124999761581
0.8639954979898178,16.72742509453297,3.3,-200,135.0,198.0,1364.0,770.75,16.275000095367
0.8791182025620105,19.000414929848503,3.5,-200,139.0,212.0,1409.75,724.25,16.39999961853
0.9093709672599519,19.414810317786973,4.0,-200,147.0,249.0,1476.0,708.0,16.050000190735
0.9141909286776635,20.863108493812085,4.6,-200,158.0,270.0,1522.0,689.75,16.0
0.8989088581931544,20.16490280922038,4.1,-200,146.0,231.0,1441.75,704.0,15.849999904633
0.8840469603949893,21.74774817937002,4.5,-200,144.0,251.0,1469.0,677.25,15.475000143051
0.8956257084874374,19.841950486357188,3.9,-200,138.0,210.0,1467.25,697.5,15.424999952316
0.9117445852537478,16.744053307157127,4.0,-200,143.0,249.0,1420.5,747.5,15.200000047684
0.9573470511734334,9.145099271304806,2.2,-200,116.0,143.0,1175.0,903.75,14.700000047684
0.9380218920355338,8.301413416761816,2.1,-200,109.0,127.0,1215.0,947.75,14.174999952316
0.908543705377997,5.79119163455987,1.7,-200,92.0,104.0,1126.75,1064.0,13.775000095367
0.8842068185625946,5.191654203204007,1.6,-200,83.0,86.0,1090.25,1105.25,13.899999856949
0.8764876383029188,4.1231866000360915,1.3,-200,81.0,74.0,1017.0,1181.75,13.874999761581
0.8666203794544741,3.410629499321059,1.3,-200,-200.0,-200.0,997.25,1252.25,13.824999809265
0.8573882875662029,2.908548009422834,-200.0,-200,55.0,44.0,944.75,1308.0,13.799999952316
0.8560188652298616,3.149209600499938,0.8,-200,53.0,42.0,955.75,1259.75,13.625000238419
0.912884475483259,2.5294405041814083,0.8,-200,67.0,63.0,966.25,1316.75,13.574999809265
0.8960236853936431,4.307931854750126,1.1,-200,91.0,115.0,1064.0,1160.5,13.450000047684
0.9082698441017566,8.883264240647636,2.1,-200,113.0,170.0,1299.75,902.25,13.75
0.8765311454943677,10.543474253928526,2.4,-200,102.0,147.0,1348.0,833.75,14.599999904633
0.8881377715665386,12.521106305109699,2.6,-200,107.0,166.0,1424.5,776.25,15.025000095367
0.9046428918901228,12.330711570529866,2.8,-200,113.0,195.0,1473.75,767.5,15.400000095367
0.9158126537101688,11.688419353879642,2.6,-200,108.0,182.0,1489.75,782.25,16.250000476837
0.9280792861009488,11.724114404886208,2.6,-200,105.0,168.0,1494.75,808.75,17.14999961853
0.9370234783049988,9.338736657793214,2.1,-200,93.0,125.0,1375.5,899.5,19.049999713898
0.9475796380281803,7.6350173007290705,1.7,-200,87.0,95.0,1304.75,980.0,19.500000476837
0.9492617277823937,6.714129541810949,1.6,-200,76.0,79.0,1282.5,1035.5,19.500000476837
0.9555676139883592,9.724590097455225,2.1,-200,94.0,119.0,1392.25,929.75,19.050000190735
0.9744157935222261,12.389162076428056,2.3,-200,110.0,142.0,1452.25,855.5,18.474999427795
1.0159160208541784,16.644389712822854,3.5,-200,136.0,215.0,1633.0,734.0,17.375000476837
0.9914149198779423,16.37162401440561,3.9,-200,139.0,229.0,1624.5,732.75,17.099999904633
0.9963505495820641,13.73529005407188,3.3,-200,125.0,206.0,1534.5,785.25,16.424999713898
1.0132297406425828,9.883449559735752,2.3,-200,111.0,147.0,1322.5,863.75,16.22500038147
1.035643695780281,8.940462338273536,2.1,-200,97.0,122.0,1309.0,904.75,15.924999952316
1.0395524144223816,10.577635806722439,2.8,-200,107.0,175.0,1455.5,835.0,15.724999904633
1.0398134971272617,7.351704652120824,2.1,-200,90.0,133.0,1299.5,940.5,15.125
0.9950738671065907,6.242660502363154,1.6,-200,84.0,89.0,1202.5,1003.75,15.575000047684
0.9941234112526041,6.529351622974581,1.6,-200,-200.0,-200.0,1194.75,987.0,15.200000047684
1.0021288587677117,5.79119163455987,-200.0,-200,87.0,85.0,1116.75,1028.5,15.375
1.0196493691425061,3.9959242929204266,1.1,-200,66.0,55.0,1061.75,1135.75,14.900000095367
1.0316166826993762,2.1303704321580987,0.7,-200,36.0,24.0,947.0,1300.0,14.46666653951
1.062981061198427,3.585512193579881,0.8,-200,62.0,72.0,1065.0,1142.5,14.150000095367
1.0704110398315458,4.429862930483551,1.2,-200,91.0,122.0,1154.5,1061.75,14.474999904633
1.0729579562585787,5.364484431415103,1.4,-200,89.0,111.0,1220.25,995.75,15.299999952316
1.0868383648056317,7.113334197638295,1.7,-200,93.0,123.0,1300.75,913.5,16.325000286102
1.0699727285957743,7.299092625761445,1.8,-200,81.0,106.0,1279.25,911.25,18.874999523163
1.0249166209922151,7.60529263256302,1.8,-200,82.0,103.0,1267.0,952.75,19.375
1.0091328441263598,6.7931834786399685,1.9,-200,80.0,102.0,1238.75,980.5,20.775000095367
1.0125968630874393,4.586705930828619,1.3,-200,48.0,48.0,1128.25,1143.75,21.375
0.9791469568536468,8.4189190812524,1.6,-200,61.0,63.0,1242.75,962.0,21.224999904633
0.8942139410459629,6.912503239863427,1.9,-200,89.0,98.0,1208.0,1059.75,20.27499961853
0.9206089496468213,8.953194276149835,2.3,-200,105.0,132.0,1306.25,960.75,19.400000095367
0.9251510104646707,15.076486896579212,3.8,-200,116.0,173.0,1545.5,769.25,18.52499961853
0.9688894556880965,12.609399984135923,3.5,-200,119.0,185.0,1501.0,823.0,17.775000095367
0.9520444991719951,15.140161198407567,4.3,-200,144.0,266.0,1604.75,769.25,17.89999961853
0.9687679646444459,9.890092509311117,2.8,-200,123.0,188.0,1315.5,883.25,17.425000190735
0.991390722670476,7.977364527024395,1.9,-200,105.0,122.0,1195.0,933.25,16.97500038147
1.0197771425065039,7.928929906349982,1.9,-200,93.0,112.0,1211.0,920.25,16.39999961853
1.0919379224667545,6.07436581400729,1.7,-200,86.0,93.0,1161.25,995.25,16.125000476837
1.0804773134011116,5.0711119746790105,1.5,-200,76.0,74.0,1095.25,1050.25,15.824999809265
1.0490753496476835,1.7186528499153866,0.6,-200,33.0,23.0,897.0,1416.5,16.325000524521
1.0308562690618497,0.7105175744554979,0.4,-200,-200.0,-200.0,842.0,1812.75,16.924999713898
1.015304130935898,0.8290144389243211,-200.0,-200,27.0,17.0,853.75,1755.5,16.100000143051
1.0049393615506244,0.7476764553371612,0.3,-200,23.0,15.0,845.0,1785.75,16.525000095367
0.9978546885702252,2.025609370348589,0.6,-200,46.0,41.0,941.5,1479.5,16.375
1.0194861727865518,5.0961253478844695,1.2,-200,76.0,86.0,1090.25,1072.0,15.674999952316
0.9571330274866426,17.68644401102917,3.6,-200,116.0,226.0,1514.25,732.0,15.799999952316
0.828074790777483,18.424945508834465,3.7,-200,115.0,214.0,1378.75,711.0,17.375
0.7793149986854928,6.941043175885108,1.8,-200,83.0,115.0,1074.25,1031.75,17.900000095367
0.7763806752548089,7.25246168751516,1.6,-200,87.0,124.0,1089.75,1025.75,18.549999713898
0.7262509900901662,9.645572227732076,1.9,-200,90.0,122.0,1109.5,947.25,21.0
0.7066788394352187,10.44807267453735,2.0,-200,87.0,107.0,1101.75,954.75,21.349999904633
0.6538603351856797,11.172567986822713,2.2,-200,99.0,133.0,1099.5,951.75,21.300000190735
0.6681019007634191,10.673538660162198,2.1,-200,99.0,130.0,1093.75,965.0,21.25
0.6059722402809583,11.553201624877465,2.3,451,101.0,150.0,1075.5,964.25,21.324999809265
0.6681783824059524,12.352616700065974,2.6,185,103.0,138.0,1151.75,928.0,20.22500038147
0.8263987212238713,18.338412046262704,3.8,426,129.0,213.0,1406.75,720.0,16.974999904633
0.8347152530947474,21.027784709338036,4.4,672,143.0,232.0,1437.5,677.5,15.599999904633
0.8177834352481763,21.046116131019687,4.5,624,146.0,238.0,1424.5,678.0,15.275000095367
